"SD","Q0","kappa","Vs30","MAG","DIST","PGA"
18.5866738134701,60.2751253650846,0.0422980373922775,1373.26335933091,5.22858843599484,18.8763764281441,-2.74999792629432
151.796994696628,64.1484417760887,0.00173097742793613,1796.49118690012,6.31939397399528,9.17529102805859,2.03420391672794
0.271330066336154,121.287886309688,0.0195648235852912,2607.39951691181,6.62404454573031,172.234207792736,-7.55305779088551
0.358269149569502,2500.3723532126,0.00688575531390666,1583.41346015101,6.97703465009097,162.32583509596,-4.49247222728205
6.27047372683896,991.781013703076,0.00702103845806437,645.511200254512,7.17118365837618,72.2814063360052,-1.13713142913342
0.208612902382028,899.984501777927,0.00122099991868794,2389.93687408994,5.8343689644105,1.47637177261876,-0.558039967585937
6.59023484233999,2841.4732527052,0.0560508687563765,696.30957488437,7.49891926441532,3.14411520743066,0.750595376153138
4.25553766619806,1503.65201155949,0.00334654355771202,2393.13192168895,6.59284225131741,1.71396259380806,1.66856601060565
0.451748073790917,3775.91169133332,0.0181896248757314,1594.18555497172,7.03290900221908,5.24604023899861,-1.78446436597401
0.700321085748523,1153.73108046716,0.0244692336096245,2493.0068016942,5.64091018910032,12.7325608642477,-3.74140022787736
2.93851156500758,221.251034172629,0.015551056310106,1989.87613915534,6.49943233506992,174.167765141532,-5.25779883908976
5.02957041829555,233.946061124405,0.00125478071340171,1329.04885126627,7.17048072294158,130.673030108029,-3.43104555911217
444.894756215775,187.546164218225,0.0633562185086595,2462.49430642871,7.31479036076322,22.4660271296437,1.19663798680133
83.2131345578348,3642.05062331408,0.063656267918189,2275.27582867234,5.29056952828219,22.0543520615053,-1.73454757476256
0.463524340284834,4671.54857211091,0.0664887228293481,2345.91291557437,6.91294042346666,86.4095174355697,-5.29659318013654
1.00322481155413,3386.85333214337,0.0067426495571526,1338.45645393825,5.15083324637268,4.60421592459408,-1.64194087620265
275.003375715462,387.618252393366,0.00477738021263761,1788.08618601744,7.2568098526749,16.46597140729,2.80355434291855
6.02888817379227,237.665527574611,0.0451366589573919,953.964966300813,6.75535276465723,2.55546625382463,0.355630667182057
